14652,0.9,0.9
14655,0.9,0.9
14658,0.9,1
14661,0.9,0.9
14664,1,0.9
14667,0.9,0.8
14670,0.9,0.8
14673,0.8,0.9
14676,0.9,0.9
14679,0.9,0.9
14682,0.9,0.9
14685,0.9,0.9
14688,0.9,0.9
14691,0.9,0.9
14694,0.9,0.9
14697,0.8,0.9
14700,0.9,1
14703,0.9,0.9
14706,95.8,60.9
14709,133.6,61
14712,133.6,61
14715,133.5,60.8
14718,133.5,60.8
14721,133.4,60.8
14724,133.4,60.7
14727,133.4,60.8
14730,133.4,60.7
14733,133.3,60.8
14736,133.4,60.8
14739,133.4,60.8
14742,133.4,60.8
14745,133.4,60.7
14748,9.8,9.5
14751,9.4,9.6
14754,9.5,9.5
14757,9.5,9.6
14760,9.6,9.6
14763,9.6,9.5
14766,9.6,9.5
14769,9.6,9.5
14772,9.5,9.5
14775,9.6,9.6
14778,9.5,9.5
14781,9.5,9.6
14784,9.6,9.6
14787,9.6,9.6
14790,9.7,9.6
14793,3.5,1
14796,1,0.9
14799,0.9,1
